time	rtt	rto
2126.32	76.0364	79.6012
2126.56	73.592	78.8209
2128.78	73.8743	78.463
2131.82	75.0692	79.429
2133.87	73.456	78.1119
2137.39	76.1951	80.1835
2138.65	74.1205	79.0844
2140.4	73.5748	77.8521
2143.41	75.0978	78.3974
2145.67	74.834	78.3553
2147.44	73.8738	77.3603
2150.06	74.5543	77.1689
2152.78	74.5929	77.005
2154.45	74.4942	76.7111
2156.84	73.6122	76.5531
2159.01	74.557	76.4611
2162.1	74.8901	76.7159
2163.76	74.4294	76.3078
2166.19	74.4834	76.042
2168.34	74.2131	75.6748
2171.07	72.6993	76.7126
2173.7	73.5669	76.5092
2176.88	74.8934	76.8691
2178.32	73.8451	76.4331
2180.01	75.332	77.2411
2182.94	76.7902	79.3522
2184.76	76.0336	79.8064
2188.3	76.4236	80.4253
2189.18	76.577	80.879
2191.77	76.4526	80.9023
2209.06	63.2889	90.037
2209.27	61.7363	96.5542
2212.02	61.8603	99.6347
2215.53	62.6474	99.787
2217.31	62.7589	98.6288
2218.83	61.8832	97.514
2221.42	62.3303	95.2777
2224.41	62.2084	92.8873
2226.65	62.8557	89.7934
2228.98	62.6878	87.0682
2230.85	62.4093	84.7616
2232.27	61.0997	83.6952
2237.23	63.4308	80.2497
2239.69	62.7087	78.0947
2242.3	65.1304	75.4548
2242.65	64.2702	72.9501
2244.24	64.133	71.1552
2247.03	63.983	69.889
2248.97	64.113	68.7599
2251.68	63.2866	68.5967
2254.49	65.2594	68.6685
2256.05	64.1787	67.7426
2272.57	63.4099	67.6962
2275.45	66.158	69.0106
2275.82	63.7031	68.5342
2278.62	62.9839	68.6998
2281.31	63.9178	67.8128
2282.1	63.1383	67.791
2286.7	65.1873	68.1525
2287.54	64.6675	67.7123
2288.25	63.7443	67.274
2291.31	64.5613	66.9339
2293.84	64.758	66.8578
2295.53	64.5742	66.5355
2297.82	65.4922	67.2955
2300.39	63.0536	67.8301
2302.33	62.5421	68.4792
2306.91	64.5075	67.8645
2307.26	64.5559	67.4107
2309.03	64.7333	67.2233
2311.78	64.6088	66.8824
2313.76	64.6823	66.6703
2318.92	67.1859	69.2855
2320.18	65.5837	69.1337
2321.66	65.4985	68.8273
2334.9	62.2313	70.1762
2336.06	63.1838	69.9797
2340.71	65.1561	69.4436
2341.12	65.2474	69.0606
2342.6	63.874	68.5598
2344.88	63.4814	68.4283
2347.06	64.9076	68.0215
2349.81	63.0035	68.3765
2352.79	65.1852	68.3923
2354.6	66.2854	69.5402
2356.99	65.5419	69.3553
2358.98	65.0011	68.5064
2361.3	65.6476	68.5671
2364.43	66.5079	69.4836
2366.11	65.5979	68.9682
2368.21	65.7711	68.7196
2370.35	63.3324	69.4969
2373.75	66.4406	70.0069
2377.21	69.8437	74.0587
2379.12	70.0043	76.7667
2381.39	69.4937	77.758
2383	69.1378	77.7499
2389.71	70.6911	79.2229
2389.87	69.5934	78.6881
2391.31	69.562	78.0175
2399.68	64.6477	78.3913
2399.79	63.6595	79.0719
2405.03	64.2022	78.5619
2405.44	64.2524	77.7346
2407.12	64.4052	76.6367
2410.28	65.2847	74.7644
2411.72	64.0687	74.3034
2413.73	63.7781	73.9353
2420.43	67.5105	74.0547
2421.98	67.275	73.6636
2422.86	65.7506	71.9335
2424.47	65.3893	70.9211
2427.35	68.0167	72.0696
2429.94	68.5264	73.2701
2432.06	67.5293	72.7879
2434.16	67.9752	72.8088
2436.21	67.8744	72.558
2438.36	66.2769	71.6792
2441.84	67.9765	71.7701
2443.38	66.037	71.3751
2445.69	64.7284	72.0942
2469.35	63.8381	73.1149
2470.76	63.5467	73.7498
2475	64.5978	72.9278
2476.22	64.4165	72.2868
2476.56	62.7668	73.0637
2486.03	65.5001	71.416
2486.35	64.2657	70.7435
2487.47	64.5535	69.8479
2489.24	64.6668	68.9956
2492.7	65.2018	68.2138
2494.22	64.1463	68.1969
2496.32	64.1418	68.0632
2498.67	65.1637	67.6336
2500.99	66.7528	69.0622
2503.42	67.1013	70.3196
2505.69	67.2546	71.2167
2508.88	66.9326	71.3193
2511.16	67.7129	72.1275
2513.05	66.3803	71.0206
2532.15	62.698	72.7114
2533.75	62.937	73.2989
2537.87	62.7716	73.5052
2539.94	63.6162	72.5663
2540.15	63.5426	71.7347
2541.69	65.0187	70.3779
2548.64	62.5117	70.8694
2550.24	63.8567	69.7537
2550.81	63.2931	69.3305
2553.21	63.858	68.3698
2555.66	62.8354	68.4931
2557.97	63.6188	67.7117
2560.31	63.8557	66.8638
2563.14	64.3741	66.616
2566.03	64.9373	67.0169
2566.99	63.4649	66.8622
2569.76	63.9769	66.2065
2572.31	63.3327	66.2702
2575.02	63.747	65.8576
2576.3	64.7406	66.2992
2579.33	66.172	68.1506
2597.1	64.9453	67.9238
2598.33	64.5565	67.2443
2602.56	64.5768	66.7373
2603.28	63.2403	67.1867
2603.91	63.7155	66.9426
2606.48	64.6931	66.8112
2612.21	63.4344	66.8981
2614.59	63.6926	66.6211
2615.35	64.4784	66.4162
2616.93	63.623	66.3081
2619.37	63.6028	66.171
2624.01	65.9383	67.7894
2624.18	66.0222	68.8881
2626.3	65.8903	69.3712
2629.7	66.4485	70.2073
2630.4	64.1222	69.5405
2634.01	66.9627	70.8
2636.16	66.293	70.7533
2638.47	66.0614	70.3226
2640.01	64.889	69.448
2642.45	66.0729	69.3109
2648.07	68.6393	72.007
2660.65	63.4307	72.5007
2661.88	63.4934	72.4863
2667.31	64.6188	71.2111
2667.52	63.8137	70.8728
2668.96	65.0002	69.4145
2671.81	65.23	68.578
2674.75	67.9644	71.0008
2676.75	64.4421	70.4256
2679.74	65.0262	69.3501
2681.28	65.8609	69.0215
2682.8	65.757	68.5902
2685.1	65.6307	68.0765
2690.07	66.0027	68.0815
2691.14	66.9186	69.0501
2692.97	66.5643	69.2206
2696.09	66.1844	68.8221
2696.82	66.3661	68.6826
2701.67	67.55	69.8505
2701.89	65.4667	69.4658
2704.86	66.2864	68.9041
2708.11	68.0426	70.4294
2708.79	66.214	69.4745
2711.11	68.4083	71.0607
2715.76	67.5916	71.1
2724.36	63.606	72.6905
2726.92	63.5286	73.518
2734.03	66.6142	72.37
2734.37	66.8026	71.6487
2735.3	66.2518	70.4042
2737.62	65.7048	69.7269
2739.2	64.2391	70.4392
2741.81	64.9409	70.0988
2744.26	64.4156	70.1739
2747.66	66.3245	69.8638
2749.8	66.8603	70.1525
2750.78	65.5825	69.278
2754.34	64.1702	69.8244
2756.24	65.024	69.2592
2759.6	66.5665	69.5036
2760.45	64.2662	69.7499
2762.73	66.3462	69.6603
2766.01	69.1276	72.627
2768.46	66.6957	71.7287
2770.34	68.4126	72.9134
2773.09	68.1199	73.221
2774.25	66.0318	72.0787
2777.2	68.347	72.7259
2779.81	68.61	73.3096
2783.5	67.6359	72.4499
2787.44	62.9801	74.6917
2791.09	64.0677	74.8452
2796.38	62.244	76.2048
2797.46	63.0434	75.9614
2798.91	63.5444	74.9595
2802.61	64.8548	72.7988
2803.14	63.8379	72.0222
2805.2	63.2811	71.7442
2807.62	63.2607	71.315
2810.07	65.5641	70.7415
2812.36	64.5674	69.3471
2814.46	64.5675	68.2825
2816.93	66.083	68.97
2819.96	65.5207	68.6984
2821.42	65.096	67.943
2823.81	64.1083	67.9321
2827.69	67.1827	69.7899
2830.51	67.688	71.496
2831.67	65.5616	70.1044
2834.43	65.8625	69.3878
2836.31	65.8681	68.8135
